Prefecture,Category,Item,Value,Date,Primary_source,Secondary_source
Aichi,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Mie,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Shiga,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Kyoto,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Osaka,Hospital_bed,Type-I,4,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Hyogo,Hospital_bed,Type-I,4,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Nara,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Wakayama,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Tottori,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Shimane,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Okayama,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Hiroshima,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Yamaguchi,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Tokushima,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Kagawa,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Ehime,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Kochi,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Fukuoka,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Saga,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Nagasaki,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Kumamoto,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Oita,Hospital_bed,Type-I,2,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Miyazaki,Hospital_bed,Type-I,1,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Kagoshima,Hospital_bed,Type-I,1,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Okinawa,Hospital_bed,Type-I,4,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02.html,https://code4sabae.github.io/bedforinfection/
Hokkaido,Hospital_bed,Type-II,92,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Aomori,Hospital_bed,Type-II,28,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Iwate,Hospital_bed,Type-II,36,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Miyagi,Hospital_bed,Type-II,27,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Akita,Hospital_bed,Type-II,30,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Yamagata,Hospital_bed,Type-II,16,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Fukushima,Hospital_bed,Type-II,34,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Ibaraki,Hospital_bed,Type-II,46,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Tochigi,Hospital_bed,Type-II,30,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Gunma,Hospital_bed,Type-II,50,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Saitama,Hospital_bed,Type-II,66,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Chiba,Hospital_bed,Type-II,55,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Tokyo,Hospital_bed,Type-II,106,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Kanagawa,Hospital_bed,Type-II,72,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Niigata,Hospital_bed,Type-II,34,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Toyama,Hospital_bed,Type-II,20,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Ishikawa,Hospital_bed,Type-II,18,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Fukui,Hospital_bed,Type-II,18,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Yamanashi,Hospital_bed,Type-II,28,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Nagano,Hospital_bed,Type-II,44,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Gifu,Hospital_bed,Type-II,28,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Shizuoka,Hospital_bed,Type-II,46,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Aichi,Hospital_bed,Type-II,68,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Mie,Hospital_bed,Type-II,22,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Shiga,Hospital_bed,Type-II,32,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Kyoto,Hospital_bed,Type-II,36,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Osaka,Hospital_bed,Type-II,72,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Hyogo,Hospital_bed,Type-II,46,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Nara,Hospital_bed,Type-II,22,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Wakayama,Hospital_bed,Type-II,30,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Tottori,Hospital_bed,Type-II,10,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Shimane,Hospital_bed,Type-II,28,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Okayama,Hospital_bed,Type-II,24,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Hiroshima,Hospital_bed,Type-II,28,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Yamaguchi,Hospital_bed,Type-II,38,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Tokushima,Hospital_bed,Type-II,21,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Kagawa,Hospital_bed,Type-II,22,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Ehime,Hospital_bed,Type-II,26,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Kochi,Hospital_bed,Type-II,9,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Fukuoka,Hospital_bed,Type-II,64,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Saga,Hospital_bed,Type-II,22,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Nagasaki,Hospital_bed,Type-II,36,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Kumamoto,Hospital_bed,Type-II,46,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Oita,Hospital_bed,Type-II,38,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Miyazaki,Hospital_bed,Type-II,30,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Kagoshima,Hospital_bed,Type-II,44,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Okinawa,Hospital_bed,Type-II,20,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Hokkaido,Hospital_bed,Tuberculosis,153,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Aomori,Hospital_bed,Tuberculosis,33,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Iwate,Hospital_bed,Tuberculosis,91,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Miyagi,Hospital_bed,Tuberculosis,28,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Akita,Hospital_bed,Tuberculosis,44,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Yamagata,Hospital_bed,Tuberculosis,0,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Fukushima,Hospital_bed,Tuberculosis,65,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Ibaraki,Hospital_bed,Tuberculosis,66,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Tochigi,Hospital_bed,Tuberculosis,45,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Gunma,Hospital_bed,Tuberculosis,4,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Saitama,Hospital_bed,Tuberculosis,80,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Chiba,Hospital_bed,Tuberculosis,73,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Tokyo,Hospital_bed,Tuberculosis,412,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Kanagawa,Hospital_bed,Tuberculosis,166,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Niigata,Hospital_bed,Tuberculosis,30,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Toyama,Hospital_bed,Tuberculosis,77,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Ishikawa,Hospital_bed,Tuberculosis,47,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Fukui,Hospital_bed,Tuberculosis,28,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Yamanashi,Hospital_bed,Tuberculosis,16,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Nagano,Hospital_bed,Tuberculosis,45,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Gifu,Hospital_bed,Tuberculosis,95,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Shizuoka,Hospital_bed,Tuberculosis,100,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Aichi,Hospital_bed,Tuberculosis,136,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Mie,Hospital_bed,Tuberculosis,30,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Shiga,Hospital_bed,Tuberculosis,36,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Kyoto,Hospital_bed,Tuberculosis,93,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Osaka,Hospital_bed,Tuberculosis,292,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Hyogo,Hospital_bed,Tuberculosis,150,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Nara,Hospital_bed,Tuberculosis,30,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Wakayama,Hospital_bed,Tuberculosis,15,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Tottori,Hospital_bed,Tuberculosis,16,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Shimane,Hospital_bed,Tuberculosis,16,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Okayama,Hospital_bed,Tuberculosis,89,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Hiroshima,Hospital_bed,Tuberculosis,68,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Yamaguchi,Hospital_bed,Tuberculosis,30,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Tokushima,Hospital_bed,Tuberculosis,37,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Kagawa,Hospital_bed,Tuberculosis,30,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Ehime,Hospital_bed,Tuberculosis,54,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Kochi,Hospital_bed,Tuberculosis,57,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Fukuoka,Hospital_bed,Tuberculosis,191,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Saga,Hospital_bed,Tuberculosis,30,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Nagasaki,Hospital_bed,Tuberculosis,81,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Kumamoto,Hospital_bed,Tuberculosis,95,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Oita,Hospital_bed,Tuberculosis,50,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Miyazaki,Hospital_bed,Tuberculosis,33,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Kagoshima,Hospital_bed,Tuberculosis,98,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Okinawa,Hospital_bed,Tuberculosis,47,2019-04-01,https://www.mhlw.go.jp/bunya/kenkou/kekkaku-kansenshou15/02-02-01.html,https://code4sabae.github.io/bedforinfection/
Hokkaido,Hospital_bed,Care,20822,2020-01-31,https://www.mhlw.go.jp/toukei/saikin/hw/iryosd/m20/is2001.html,
Aomori,Hospital_bed,Care,2614,2020-01-31,https://www.mhlw.go.jp/toukei/saikin/hw/iryosd/m20/is2001.html,
Iwate,Hospital_bed,Care,2310,2020-01-31,https://www.mhlw.go.jp/toukei/saikin/hw/iryosd/m20/is2001.html,
Miyagi,Hospital_bed,Care,3431,2020-01-31,https://www.mhlw.go.jp/toukei/saikin/hw/iryosd/m20/is2001.html,
Akita,Hospital_bed,Care,2035,2020-01-31,https://www.mhlw.go.jp/toukei/saikin/hw/iryosd/m20/is2001.html,
Yamagata,Hospital_bed,Care,2068,2020-01-31,https://www.mhlw.go.jp/toukei/saikin/hw/iryosd/m20/is2001.html,
Fukushima,Hospital_bed,Care,3143,2020-01-31,https://www.mhlw.go.jp/toukei/saikin/hw/iryosd/m20/is2001.html,
